model,vector,layer,alpha,prompt,prompt_class,think_chars,answer_chars,hit_cap,gen_seconds,verdict,failure_mode,note
phi4-reasoning,CC_full,24,16.0,N1-simpsons-paradox,stats_fallacy,3885,1933,,55.27,~,comprehension-drift,Names Simpson's; answer body 'B better for small stones' inverts subgroup finding; no clean universal A.
phi4-reasoning,CC_full,24,20.0,N1-simpsons-paradox,stats_fallacy,3658,1116,,42.83,~,comprehension-drift,Names Simpson's; recommends A; states 'B overused for large stones' — mechanism inverted (A had 263 large).
phi4-reasoning,CC_num,3,-8.0,N1-simpsons-paradox,stats_fallacy,0,18848,,180.36,✗,FM-8-severe+cap-truncation,think=0c; 4096 cap; loops 'B better for large stones' (factually wrong) ×50+ then 'ReturnReturn...' flood. No rec.
phi4-reasoning,CC_num,3,-4.0,N1-simpsons-paradox,stats_fallacy,4385,1813,,61.83,✓,,Clean structured answer; explicitly names Simpson's; recommends A for both subgroups; boxed final correct.
phi4-reasoning,CC_num,3,-2.0,N1-simpsons-paradox,stats_fallacy,5681,1791,,72.53,✓,,Names Simpson's; recommends A; allocation asymmetry noted; clean output.
phi4-reasoning,CC_num,3,1.0,N1-simpsons-paradox,stats_fallacy,2768,1896,,45.21,✓,,Names Simpson's; recommends A; reasoning sound; slightly shorter thinking.
phi4-reasoning,CC_num,3,2.0,N1-simpsons-paradox,stats_fallacy,7622,1274,,94.51,✓,,Names Simpson's; recommends A; extensive but correct allocation reasoning.
phi4-reasoning,CC_num,3,4.0,N1-simpsons-paradox,stats_fallacy,0,18205,,177.72,✗,FM-8-severe+cap-truncation,"think=0c; cap-hit; 'does the distribution change things?' loop without resolution; 'Return' flood. No Simpson's, no rec."
phi4-reasoning,CC_num,3,6.0,N1-simpsons-paradox,stats_fallacy,0,16011,,174.94,✗,FM-8-severe+cap-truncation,think=0c; chaotic — 'both treatments equally good for small stones' (wrong); 'Return' flood. No rec.
phi4-reasoning,CC_num,3,8.0,N1-simpsons-paradox,stats_fallacy,0,19390,,178.16,✗,FM-8-severe+cap-truncation,"think=0c; 'Ah, okay... Simpson's paradox lurking!' then 'lactic acid?', '#️⃣ − − −' emoji spam; no rec."
phi4-reasoning,CC_num,3,10.0,N1-simpsons-paradox,stats_fallacy,0,10251,,174.34,✗,FM-8-severe+cap-truncation,think=0c; semi-coherent then francophone filler 'Et voilà! Et c'est fini!' looping with '(69%)!'; no rec.
phi4-reasoning,CC_num,3,12.0,N1-simpsons-paradox,stats_fallacy,0,12070,,174.52,✗,FM-8-severe+cap-truncation,think=0c; same francophone degeneration as α=+10 but starts faster; even more degenerate.
phi4-reasoning,CC_num,3,16.0,N1-simpsons-paradox,stats_fallacy,0,4987,,173.88,✗,FM-8-severe+FM-13,"think=0c; fabricated stats 'A: 95% CI (94.1%), B: 58% (64.2%)'; ': 2, : 2, : 2' ×many to cap. Numerically hallucinated."
phi4-reasoning,CC_num,3,20.0,N1-simpsons-paradox,stats_fallacy,0,0,,0.06,✗,FM-8-severe,"answer='', n_new_tokens=1; single EOS; complete generation collapse."
phi4-reasoning,EG,21,-8.0,N1-simpsons-paradox,stats_fallacy,14983,1499,,150.29,✓,,"Long wandering think (14983c); confuses self on 'first data already includes breakdown' but answer fully correct: names Simpson's, recommends A."
phi4-reasoning,EG,21,-4.0,N1-simpsons-paradox,stats_fallacy,13584,1445,,153.52,✓,,Long think (13584c); thorough weighted-average reasoning; correct Simpson's name; clear A rec.
phi4-reasoning,EG,21,-2.0,N1-simpsons-paradox,stats_fallacy,10433,1627,,111.98,✓,,"Thinking 10433c; briefly mis-labels A/B for small stones then self-corrects; answer clean, Simpson's named, A."
phi4-reasoning,EG,21,1.0,N1-simpsons-paradox,stats_fallacy,5709,1862,,76.05,✓,,Thinking 5709c — noticeably shorter; structurally cleaner; Simpson's named; A boxed.
phi4-reasoning,EG,21,2.0,N1-simpsons-paradox,stats_fallacy,11681,2108,,137.13,✓,,"Thinking 11681c (regresses longer); mid-think confusion 'B worse in both' but resolves correctly; Simpson's, A."
phi4-reasoning,EG,21,4.0,N1-simpsons-paradox,stats_fallacy,10022,1628,,105.51,~,FM-8,"Correct Simpson's + A-better-per-stratum logic, BUT answer adds 'if forced one for all, B would still marginally outperform' — soft FM-8 hedge."
phi4-reasoning,EG,21,6.0,N1-simpsons-paradox,stats_fallacy,8409,2077,,101.56,✓,,Thinking 8409c solid; Simpson's named cleanly; recommends A; minor 'similar to study (more large stones)' caveat acceptable.
phi4-reasoning,EG,21,8.0,N1-simpsons-paradox,stats_fallacy,3814,1696,,53.18,✓,,"Thinking 3814c — shortest so far; cleaner, no confusion loops; Simpson's, A."
phi4-reasoning,EG,21,10.0,N1-simpsons-paradox,stats_fallacy,3575,1707,,50.5,✓,,Thinking 3575c; answer crisp and well-structured; Simpson's named; A; no hedging.
phi4-reasoning,EG,21,12.0,N1-simpsons-paradox,stats_fallacy,5242,1918,,72.67,✓,,"Thinking 5242c; answer well-structured with weighted-average arithmetic shown; Simpson's, A."
phi4-reasoning,EG,21,16.0,N1-simpsons-paradox,stats_fallacy,5022,2128,,77.64,✓,,"Thinking 5022c; clean weighted-average explanation; Simpson's, A."
phi4-reasoning,EG,21,20.0,N1-simpsons-paradox,stats_fallacy,4831,1836,,71.89,✓,,"Thinking 4831c; well-structured; Simpson's, A; boxed answer 'No' — terse but correct."
phi4-reasoning,IH,7,-8.0,N1-simpsons-paradox,stats_fallacy,11372,1990,,131.35,~,,Names Simpson's; concludes 'A for large/B for small' — split verdict; boxed hedges 'depends on stone size'.
phi4-reasoning,IH,7,-4.0,N1-simpsons-paradox,stats_fallacy,13134,1311,,151.18,~,,"Names Simpson's; 'A for small/B for large' split; boxed 'No, do not recommend B' but no unambiguous 'use A'."
phi4-reasoning,IH,7,-2.0,N1-simpsons-paradox,stats_fallacy,9126,2332,,112.89,✓,,Names Simpson's; concludes 'recommend Treatment A' boxed; clean correct.
phi4-reasoning,IH,7,1.0,N1-simpsons-paradox,stats_fallacy,0,16918,,180.06,✗,FM-8-premature-EOS,"think cuts off mid-sentence into 'ReturnReturn...' ×150; cap-hit (4096); answer pure runaway loop, no rec."
phi4-reasoning,IH,7,2.0,N1-simpsons-paradox,stats_fallacy,7318,1053,,82.34,✓,,Names Simpson's; recommends A for all; clean.
phi4-reasoning,IH,7,4.0,N1-simpsons-paradox,stats_fallacy,14000,1318,,171.28,✓,,Names Simpson's; recommends A; clean.
phi4-reasoning,IH,7,6.0,N1-simpsons-paradox,stats_fallacy,6209,1554,,68.19,~,,"Names Simpson's; 'use A for small, B for large' split rather than unambiguous A."
phi4-reasoning,IH,7,8.0,N1-simpsons-paradox,stats_fallacy,5870,1231,,62.41,~,,"Names Simpson's; 'use A for small, B for large' split — same pattern."
phi4-reasoning,IH,7,10.0,N1-simpsons-paradox,stats_fallacy,6144,658,,60.06,✗,FM-13,Thinking explicitly 'recommendation for Treatment B remains unchanged'; names Simpson's but inverts paradox direction.
phi4-reasoning,IH,7,12.0,N1-simpsons-paradox,stats_fallacy,0,137,,1.38,✗,FM-8-premature-EOS,"think=0c, answer 2 sentences + boxed 'No' — no reasoning, no Simpson's, no rec; gen=1.38s near-instant."
phi4-reasoning,IH,7,16.0,N1-simpsons-paradox,stats_fallacy,2428,460,,28.07,✗,FM-13,"Thinking incoherent (stones 'too small', 'file drawer effect', 'treatments not working'); answer gibberish — total collapse."
phi4-reasoning,IH,7,20.0,N1-simpsons-paradox,stats_fallacy,0,83,,0.77,✗,FM-8-premature-EOS,"think=0c, answer='Please note: This is a hypothetical scenario' — 17 tokens; gen=0.77s EOS collapse."
phi4-reasoning,RT,21,-8.0,N1-simpsons-paradox,stats_fallacy,12300,1280,,128.02,✓,,Names Simpson's; correct A-better-in-both; recommends A boxed; no fabricated stats.
phi4-reasoning,RT,21,-4.0,N1-simpsons-paradox,stats_fallacy,3427,1388,,47.98,✓,,Names Simpson's; recommends A; minor body confusion ('A used more for small stones') but conclusion correct.
phi4-reasoning,RT,21,-2.0,N1-simpsons-paradox,stats_fallacy,3196,1807,,46.95,~,,"Names Simpson's; A better in both subgroups confirmed. Boxed 'A for large, B for small' — partially wrong (A dominates both); FM-13 slip."
phi4-reasoning,RT,21,1.0,N1-simpsons-paradox,stats_fallacy,3936,2014,,58.93,~,,"Names Simpson's; 'A better in both' but adds 'If future patients have more small stones, B is better' — contradicts subgroup table."
phi4-reasoning,RT,21,2.0,N1-simpsons-paradox,stats_fallacy,5816,1249,,68.37,~,,Names Simpson's; 'Both equally effective for small stones' (wrong — A=93% vs B=87%); boxed A but FM-13 misread of small-stone parity.
phi4-reasoning,RT,21,4.0,N1-simpsons-paradox,stats_fallacy,5702,2121,,78.61,~,,"Names Simpson's; correct numbers in analysis; boxed 'A for large, B for small' — FM-13 (A beats B in small too)."
phi4-reasoning,RT,21,6.0,N1-simpsons-paradox,stats_fallacy,9208,1815,,105.55,~,,"Names Simpson's; 'in small stones both have same success' (wrong); boxed 'A for large, B for small' — wrong for small."
phi4-reasoning,RT,21,8.0,N1-simpsons-paradox,stats_fallacy,6659,1378,,85.49,✓,,Names Simpson's; verbose but correct: A better in both subgroups; recommends A for all; boxed.
phi4-reasoning,RT,21,10.0,N1-simpsons-paradox,stats_fallacy,7252,1701,,95.11,✓,,Names Simpson's; short clean reasoning; recommends A for all.
phi4-reasoning,RT,21,12.0,N1-simpsons-paradox,stats_fallacy,3132,1286,,40.81,✓,,Names Simpson's; correctly traces patient-count imbalance; recommends A for all; boxed correct.
phi4-reasoning,RT,21,16.0,N1-simpsons-paradox,stats_fallacy,7838,1709,,99.48,✓,,Names Simpson's; detailed structured answer with correct subgroup breakdown; recommends A for both sizes.
phi4-reasoning,RT,21,20.0,N1-simpsons-paradox,stats_fallacy,4895,2075,,82.29,✓,,Names Simpson's; minor arithmetic detour but correct; recommends A; minor table-label confusion but no impact on rec.
phi4-reasoning,VC,3,-8.0,N1-simpsons-paradox,stats_fallacy,0,21107,,181.16,✗,FM-8-severe+cap-truncation,"think=0c; dangling <think>; pure loop 'Wait, but I need to check...' ×60+ then 'ReturnReturn...' wall; rec=B throughout, no Simpson's."
phi4-reasoning,VC,3,-4.0,N1-simpsons-paradox,stats_fallacy,5189,1777,,71.85,✓,,Normal thinking (5189c) + clean answer; correctly names Simpson's; recommends A for both stone sizes.
phi4-reasoning,VC,3,-2.0,N1-simpsons-paradox,stats_fallacy,5142,1586,,62.95,✓,,Normal thinking (5142c) + clean answer; names Simpson's; recommends A for both; minor LaTeX format noise.
phi4-reasoning,VC,3,1.0,N1-simpsons-paradox,stats_fallacy,16323,1685,,181.24,✗,FM-8-severe+cap-truncation,"think=0c; giant dangling <think>; 'Wait, but I need to check...' ×60+ loop; 'ReturnReturn...' wall; rec=B."
phi4-reasoning,VC,3,2.0,N1-simpsons-paradox,stats_fallacy,0,17992,,181.47,✗,FM-8-severe+cap-truncation,think=0c; ~16k <think> in answer; weighted-average reasoning ends mid-sentence 'now we see...' before final answer; rec=B/waffles.
phi4-reasoning,VC,3,4.0,N1-simpsons-paradox,stats_fallacy,0,19720,,180.83,✗,FM-8-severe+cap-truncation,think=0c; ~20k <think> in answer; loop says 'B better for large stones' (factual error 73% vs 69%); never user-visible answer.
phi4-reasoning,VC,3,6.0,N1-simpsons-paradox,stats_fallacy,0,20122,,181.36,✗,FM-8-severe+cap-truncation,think=0c; ~20k <think>; chi-squared test framing ×30+ without progress; says 'Simpson's' deep inside but never surfaces; no rec.
phi4-reasoning,VC,3,8.0,N1-simpsons-paradox,stats_fallacy,0,22207,,181.04,✗,FM-8-severe+cap-truncation,think=0c; ~22k <think>; denominator-fixation loop ('the denominators...') ×200+ before 'ReturnReturn...' tail.
phi4-reasoning,VC,3,10.0,N1-simpsons-paradox,stats_fallacy,0,18334,,179.63,✗,FM-8-severe+cap-truncation,"think=0c; ~18k <think>; parse-fixation ('Wait, maybe I need to parse the numbers') ×250+ identical reps; lost engagement."
phi4-reasoning,VC,3,12.0,N1-simpsons-paradox,stats_fallacy,0,20264,,180.46,✗,FM-8-severe+cap-truncation,think=0c; no <think> block; prompt-echo loop ('Do you agree? Explain step by step') ×170 then 'Return' wall; complete content collapse.
phi4-reasoning,VC,3,16.0,N1-simpsons-paradox,stats_fallacy,0,13336,,179.06,✗,FM-8-severe+cap-truncation,"think=0c; mangled number-hallucination 'B succeeded 81/27 (73)' ×400+ with garbled numbers (81/27, 73/27 — not in prompt)."
phi4-reasoning,VC,3,20.0,N1-simpsons-paradox,stats_fallacy,0,14332,,180.24,✗,FM-8-severe+cap-truncation,"think=0c; 'Treatment B 234, B 234, B 234' ×600+ — single-token fixation; total semantic collapse."
phi4-reasoning,(baseline),,0.0,N2-conjunction-fallacy,stats_fallacy,0,9375,,85.65,~,partial-conjunction-fail,Places D higher than C (D = 4-conjunct vs C = 1-conjunct). Partial conjunction-fallacy fail.
phi4-reasoning,CC_full,24,-8.0,N2-conjunction-fallacy,stats_fallacy,0,9000,,86.72,✗,FM-conj-fallacy+cap-truncation,Truncated; reasoning content-based; debates D vs C; some D>C language; no final ranking.
phi4-reasoning,CC_full,24,-4.0,N2-conjunction-fallacy,stats_fallacy,0,9353,,87.1,~,FM-conj-fallacy-partial+cap-truncation,Truncated; tentatively floats A>C>B>D; content-based reasoning; no final delivered.
phi4-reasoning,CC_full,24,-2.0,N2-conjunction-fallacy,stats_fallacy,0,9561,,88.65,~,cap-truncation,Truncated; floats correct C>A>B>D but immediately reverses on D-includes-C; content-based.
phi4-reasoning,CC_full,24,1.0,N2-conjunction-fallacy,stats_fallacy,0,9333,,88.7,~,cap-truncation,Truncated; same C>A>B>D oscillation as α=−2; second-guesses via narrative fitting.
phi4-reasoning,CC_full,24,2.0,N2-conjunction-fallacy,stats_fallacy,0,8784,,89.01,~,cap-truncation,Truncated; numerical estimates C=0.9/A=0.8/B=0.56/D=0.504 → C>A>B>D; arithmetic not named as conj-rule.
phi4-reasoning,CC_full,24,4.0,N2-conjunction-fallacy,stats_fallacy,0,9834,,89.04,~,cap-truncation,Truncated; explicit 'more conditions = lower probability' reasoning toward C>A>B>D; content-based.
phi4-reasoning,CC_full,24,6.0,N2-conjunction-fallacy,stats_fallacy,0,9016,,89.47,✗,FM-conj-fallacy-partial+cap-truncation,Truncated; B>A confusion 'B implies A so B more probable'; superset/subset confused; no final.
phi4-reasoning,CC_full,24,8.0,N2-conjunction-fallacy,stats_fallacy,0,9294,,89.1,~,cap-truncation,Truncated; product-of-probabilities mentioned; trends C>A>B>D content-based; no final.
phi4-reasoning,CC_full,24,10.0,N2-conjunction-fallacy,stats_fallacy,0,9422,,89.16,~,cap-truncation,Truncated; numerical C=90/A=70/B=42/D=35; correct direction via implicit product logic.
phi4-reasoning,CC_full,24,12.0,N2-conjunction-fallacy,stats_fallacy,0,9962,,89.34,~,FM-conj-fallacy-partial+cap-truncation,Truncated; one pass C>A>D>B (D>B partial fail) then revisits C>A>B>D; unresolved.
phi4-reasoning,CC_full,24,16.0,N2-conjunction-fallacy,stats_fallacy,0,9206,,88.93,~,cap-truncation,"Truncated; **subset logic** invoked ('A subset of B and D, so P(A)≥P(B)') trends C>A>B>D; closest to prob-law."
phi4-reasoning,CC_full,24,20.0,N2-conjunction-fallacy,stats_fallacy,0,8913,,89.11,~,cap-truncation,"Truncated; same subset logic as α=+16; trends C>A>B>D; near-correct reasoning, no final."
phi4-reasoning,CC_num,3,-8.0,N2-conjunction-fallacy,stats_fallacy,0,8679,,90.22,✗,FM-8+cap-truncation,"Pure 'Wait, but let me check again' loop ×50+; cap-truncated; no ranking."
phi4-reasoning,CC_num,3,-4.0,N2-conjunction-fallacy,stats_fallacy,8893,878,,89.47,✗,FM-conj-fallacy+cap-truncation,Truncated; B>A>C>D — B (2-conj) ranked #1; classic conjunction fallacy.
phi4-reasoning,CC_num,3,-2.0,N2-conjunction-fallacy,stats_fallacy,0,9565,,89.08,✗,FM-8+cap-truncation,Circular exploration; cap-truncated; never resolves; no ranking.
phi4-reasoning,CC_num,3,1.0,N2-conjunction-fallacy,stats_fallacy,0,9278,,89.1,✗,FM-conj-fallacy-partial+cap-truncation,Truncated; A>B>C>D loops; A above C and B>C — partial fallacy.
phi4-reasoning,CC_num,3,2.0,N2-conjunction-fallacy,stats_fallacy,0,8929,,88.8,✗,FM-conj-fallacy+cap-truncation,Truncated; trends D first 'combined probability higher'; conjunction fallacy.
phi4-reasoning,CC_num,3,4.0,N2-conjunction-fallacy,stats_fallacy,0,7481,,89.25,~,cap-truncation,Truncated; touches C>A>B>D internally but no commit; A>C swaps mid-reasoning.
phi4-reasoning,CC_num,3,6.0,N2-conjunction-fallacy,stats_fallacy,0,8061,,87.09,✗,FM-conj-fallacy+cap-truncation,Truncated; C>D>B>A — D ranked above B and A (3-conj > 2-conj > 1-conj inversion).
phi4-reasoning,CC_num,3,8.0,N2-conjunction-fallacy,stats_fallacy,0,7813,,88.59,✗,FM-conj-fallacy-partial+cap-truncation,Truncated; C>B>A>D — B (2-conj) above A (1-conj) is partial fallacy.
phi4-reasoning,CC_num,3,10.0,N2-conjunction-fallacy,stats_fallacy,0,5542,,86.86,✗,FM-8-severe+cap-truncation,"Pure gibberish 'pick 4,2,3,9... No, that's not ordered' ×100; total collapse."
phi4-reasoning,CC_num,3,12.0,N2-conjunction-fallacy,stats_fallacy,0,9620,,86.79,✗,FM-8-severe+cap-truncation,"Loop 'First, parse the text... But wait, the options are identical?' ×40; zero reasoning."
phi4-reasoning,CC_num,3,16.0,N2-conjunction-fallacy,stats_fallacy,0,6355,,86.5,✗,FM-8-severe+cap-truncation,Fractal '-E**!:** The quest to quantify:' filling all 2048 tokens; semantic collapse.
phi4-reasoning,CC_num,3,20.0,N2-conjunction-fallacy,stats_fallacy,0,2087,,86.78,✗,FM-8-severe+cap-truncation,"Number-latching on age '42' then '7,5' pairs ×500+; complete dissolution."
phi4-reasoning,EG,21,-8.0,N2-conjunction-fallacy,stats_fallacy,0,9177,,89.38,✗,FM-conj-fallacy-partial+cap-truncation,Truncated; oscillating C>A>B>D ↔ D>B; brief D>B language mid-text.
phi4-reasoning,EG,21,-4.0,N2-conjunction-fallacy,stats_fallacy,0,8928,,90.04,✗,FM-conj-fallacy-partial+cap-truncation,Truncated; numerics D≈0.504 vs B≈0.35-0.49 unresolved; trends C>A but D/B undecided.
phi4-reasoning,EG,21,-2.0,N2-conjunction-fallacy,stats_fallacy,0,9172,,88.91,✗,FM-conj-fallacy-partial+cap-truncation,Truncated; C first noticed but D/B placement indeterminate; truncated mid-paragraph.
phi4-reasoning,EG,21,1.0,N2-conjunction-fallacy,stats_fallacy,0,9380,,89.78,✗,FM-conj-fallacy+cap-truncation,"Truncated; trends D>C>A>B ('D might be most probable, more correlated actions = higher P'); fallacy logic."
phi4-reasoning,EG,21,2.0,N2-conjunction-fallacy,stats_fallacy,0,9164,,89.94,~,cap-truncation,Truncated; numerical C=0.9>A=0.8>B=0.56>D=0.504 — closest to correct; truncated before commit.
phi4-reasoning,EG,21,4.0,N2-conjunction-fallacy,stats_fallacy,0,8214,,89.72,~,cap-truncation,Truncated; C>A>B>D direction with 'each additional condition lowers P'; prob-law language present.
phi4-reasoning,EG,21,6.0,N2-conjunction-fallacy,stats_fallacy,0,9336,,89.79,✗,FM-conj-fallacy+cap-truncation,Truncated; trends D first; 'D combines actions all consistent with profile'; conj-fallacy framing.
phi4-reasoning,EG,21,8.0,N2-conjunction-fallacy,stats_fallacy,0,9182,,89.92,✗,FM-conj-fallacy,EXPLICIT D>C>A>B drafted in text — only file with stated ranking; classic conjunction fallacy.
phi4-reasoning,EG,21,10.0,N2-conjunction-fallacy,stats_fallacy,0,9551,,89.51,~,cap-truncation,Truncated; oscillating C>A>B>D ↔ C>A>D>B; numerics suggest B>D; indeterminate.
phi4-reasoning,EG,21,12.0,N2-conjunction-fallacy,stats_fallacy,0,9323,,89.38,~,cap-truncation,Truncated; D=0.576 vs B=0.56; leans C>A>D>B; prob-law language; truncated mid-sentence.
phi4-reasoning,EG,21,16.0,N2-conjunction-fallacy,stats_fallacy,0,8614,,90.64,✓,cap-truncation,Truncated but EXPLICIT correct C>A>B>D in text via prob-law/AND-reduces-P logic; only ✓ in cell.
phi4-reasoning,EG,21,20.0,N2-conjunction-fallacy,stats_fallacy,0,8961,,90.45,✗,FM-conj-fallacy+cap-truncation,EXPLICIT B>A>C>D drafted — bizarre 'B is bigger step than A'; inverts conjunction rule; high-α degradation.
phi4-reasoning,IH,7,-8.0,N2-conjunction-fallacy,stats_fallacy,0,9521,,89.49,✗,FM-8+cap-truncation,"All 2048 tokens in <think>, cut off mid-sentence; no ranking."
phi4-reasoning,IH,7,-4.0,N2-conjunction-fallacy,stats_fallacy,0,9629,,89.87,✗,FM-8+cap-truncation,All in <think>; tentatively leans C>A but cuts off; no ranking.
phi4-reasoning,IH,7,-2.0,N2-conjunction-fallacy,stats_fallacy,0,9180,,89.41,✗,FM-8+cap-truncation,All in <think>; numerical sketch suggests A>C>B>D direction; never resolved.
phi4-reasoning,IH,7,1.0,N2-conjunction-fallacy,stats_fallacy,0,8880,,89.78,✗,FM-8+cap-truncation,All in <think>; cuts off mid-sentence; no final ranking.
phi4-reasoning,IH,7,2.0,N2-conjunction-fallacy,stats_fallacy,0,9558,,89.66,✗,FM-8+cap-truncation,All in <think>; extensive circular reasoning; no final ranking.
phi4-reasoning,IH,7,4.0,N2-conjunction-fallacy,stats_fallacy,0,9268,,89.61,✗,FM-8+cap-truncation,Inside <think> states A>B>C>D tentatively then backtracks; no concluded answer.
phi4-reasoning,IH,7,6.0,N2-conjunction-fallacy,stats_fallacy,5174,1319,,63.6,✗,FM-conj-fallacy,Complete D>B>C>A — most-conjunctive D ranked most probable; classic conj-fallacy.
phi4-reasoning,IH,7,8.0,N2-conjunction-fallacy,stats_fallacy,3591,970,,44.69,~,FM-conj-fallacy-partial,Complete A>B>C>D; applies conjunction rule (fewer conditions=more probable); C should outrank B.
phi4-reasoning,IH,7,10.0,N2-conjunction-fallacy,stats_fallacy,0,7827,,89.26,✗,FM-8+format-glitch+cap-truncation,"Inside <think> leans B>D>C>A then severe repetition loop ('So the answer is B,D,C,A. But the user…' ×100+)."
phi4-reasoning,IH,7,12.0,N2-conjunction-fallacy,stats_fallacy,0,7822,,89.58,✗,FM-8+format-glitch+cap-truncation,Loop 'So the answer is D… But I can't… So the answer is D' ×many; incoherent.
phi4-reasoning,IH,7,16.0,N2-conjunction-fallacy,stats_fallacy,0,5950,,89.89,✗,FM-8+format-glitch+cap-truncation,"Near-total repetition loop 'the answer is A,B,C,D. Therefore…' for ~1900 tokens."
phi4-reasoning,IH,7,20.0,N2-conjunction-fallacy,stats_fallacy,0,368,,3.56,✗,FM-8-premature-EOS+format-glitch,"81 tokens; garbled <thesis> block with wrong option labels (B,C,D all 'donated'); collapse."
phi4-reasoning,RT,21,-8.0,N2-conjunction-fallacy,stats_fallacy,0,9566,,90.12,✗,FM-conj-fallacy+cap-truncation,Trends D>? mid-spiral; 'D is product of A+C+volunteer → higher than A alone'; conj-fallacy logic.
phi4-reasoning,RT,21,-4.0,N2-conjunction-fallacy,stats_fallacy,0,9191,,89.79,✗,FM-conj-fallacy+cap-truncation,Trends D>C>A>B; 'conjunction most probable if components likely'; clear fallacy.
phi4-reasoning,RT,21,-2.0,N2-conjunction-fallacy,stats_fallacy,0,9294,,90.21,✗,FM-conj-fallacy+cap-truncation,Mid-reasoning flip: 'more conditions = lower P' → 'D is product of probable events → very probable'; trends C>D.
phi4-reasoning,RT,21,1.0,N2-conjunction-fallacy,stats_fallacy,0,9296,,89.98,~,cap-truncation,Late text C>A>B>D direction; matches correct order; truncated before commit.
phi4-reasoning,RT,21,2.0,N2-conjunction-fallacy,stats_fallacy,0,8993,,89.73,~,cap-truncation,Hypothetical probabilities C=0.7/A=0.7/B=0.49/D=0.343; trends C~A>B>D; correct direction.
phi4-reasoning,RT,21,4.0,N2-conjunction-fallacy,stats_fallacy,0,9378,,89.47,~,cap-truncation,"C most probable, A next, B less, D least; correct direction; content-based."
phi4-reasoning,RT,21,6.0,N2-conjunction-fallacy,stats_fallacy,0,8839,,89.8,~,cap-truncation,Numeric C~90/A~80/B~50/D~43; correct conjunction reasoning; trends C>A>B>D.
phi4-reasoning,RT,21,8.0,N2-conjunction-fallacy,stats_fallacy,0,9227,,90.08,✗,FM-conj-fallacy+cap-truncation,Mid-reasoning flip: 'D includes C and A so D>A'; trends C>D>A>B; conj-fallacy returns.
phi4-reasoning,RT,21,10.0,N2-conjunction-fallacy,stats_fallacy,0,9652,,89.42,✗,FM-conj-fallacy+cap-truncation,Confused math: argues P(B|A) high → P(B)>P(A); trends D>C>A>B.
phi4-reasoning,RT,21,12.0,N2-conjunction-fallacy,stats_fallacy,0,9022,,90.56,✗,FM-conj-fallacy+cap-truncation,"Strong conj-fallacy: D>B>A>C — 'D all three, all likely, so D most probable.'"
phi4-reasoning,RT,21,16.0,N2-conjunction-fallacy,stats_fallacy,0,9404,,89.58,~,cap-truncation,Trends A>B>C>D; D last (correct) but C below B (partial fallacy); close but wrong.
phi4-reasoning,RT,21,20.0,N2-conjunction-fallacy,stats_fallacy,0,9020,,89.5,~,cap-truncation,"Late text C>A>B>D direction: 'C almost certain, A very probable, B less, D conjunction'; closest to correct."
phi4-reasoning,VC,3,-8.0,N2-conjunction-fallacy,stats_fallacy,1153,8663,,89.82,✗,FM-conj-fallacy+FM-8-severe+cap-truncation,Hallucinated 30+ extra options not in prompt; B>A then garbled invented items 3-30; truncated.
phi4-reasoning,VC,3,-4.0,N2-conjunction-fallacy,stats_fallacy,0,9087,,89.85,~,cap-truncation,<think> truncated; reasoning converges on C>A>B>D; never delivers final.
phi4-reasoning,VC,3,-2.0,N2-conjunction-fallacy,stats_fallacy,0,9033,,89.82,~,cap-truncation,<think> truncated; vacillates; correct ordering glimpsed but not delivered.
phi4-reasoning,VC,3,1.0,N2-conjunction-fallacy,stats_fallacy,0,9254,,90.37,~,cap-truncation,Correctly invokes 'product of probabilities' but loops; trends C>A>B>D; truncated.
phi4-reasoning,VC,3,2.0,N2-conjunction-fallacy,stats_fallacy,0,9426,,90.35,~,cap-truncation,Touches C>A>B>D multiple times; never exits think block.
phi4-reasoning,VC,3,4.0,N2-conjunction-fallacy,stats_fallacy,0,9178,,90.29,~,cap-truncation,"Explicit 'order: C, A, D, B' stated (D>B partial); never confirms."
phi4-reasoning,VC,3,6.0,N2-conjunction-fallacy,stats_fallacy,0,8804,,90.3,✗,FM-conj-fallacy+cap-truncation,Stated B>D>C>A — 'more specific = higher probability' explicit inversion; severe fallacy.
phi4-reasoning,VC,3,8.0,N2-conjunction-fallacy,stats_fallacy,0,9255,,90.47,✗,FM-8-severe,Verbatim repetition loop 'So the way to rank them...' ×50+; full token budget.
phi4-reasoning,VC,3,10.0,N2-conjunction-fallacy,stats_fallacy,0,9877,,89.65,✗,FM-8-severe,"Immediate prompt-restatement loop ('Wait, the user is asking...') ×25 repetitions."
phi4-reasoning,VC,3,12.0,N2-conjunction-fallacy,stats_fallacy,0,9152,,89.48,✗,FM-8-severe,Hallucinated identity 'AI math expert by Microsoft' + 'has solar panels' as fact; sentence loop ×80+.
phi4-reasoning,VC,3,16.0,N2-conjunction-fallacy,stats_fallacy,0,4095,,89.22,✗,FM-8-severe,Pure 'Dr. Dr. Dr.' token repetition filling 4095-char answer; zero content.
phi4-reasoning,VC,3,20.0,N2-conjunction-fallacy,stats_fallacy,0,2907,,89.71,✗,FM-8-severe,'Dr. 12' fragment then '12. 12.' ×500+ repetitions; complete collapse.
